month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_data,remaining_lease,resale_price,flat_postal_code,Mininum distance of resale flat to the nearest dormitory (in km),closest_dorm_postal_code,distance_to_CBD,closest_station_name,min_distance_to_station_in_km,latitude,longitude
2019-02,YISHUN,4 ROOM,280,YISHUN STREET 22,04 TO 06,84,Simplified,1985,65 years 03 months,315000,760280,2.86879751,759956,17.22789278,Canberra,0.970971105,1.438588734,103.8369545
2019-02,YISHUN,4 ROOM,386,YISHUN RING ROAD,10 TO 12,104,Model A,1988,68 years 05 months,320000,760386,4.337493364,759956,16.09614002,Yishun,1.249986777,1.428980649,103.8464735
2019-02,YISHUN,4 ROOM,439,YISHUN AVENUE 11,10 TO 12,104,Model A,1988,68 years 06 months,338000,760439,4.978118048,759956,15.32083561,Yishun,1.469804789,1.421993263,103.846147
2019-02,YISHUN,4 ROOM,147,YISHUN STREET 11,01 TO 03,91,New Generation,1985,65 years 07 months,345000,760147,3.41581637,759956,16.48294602,Yishun,0.429453586,1.431280663,103.8318297
2019-02,YISHUN,4 ROOM,305,YISHUN CENTRAL,01 TO 03,108,Model A,1988,68 years 01 month,350000,760305,3.756037767,759956,16.34896392,Yishun,0.490852354,1.430866568,103.8394259
2019-02,YISHUN,4 ROOM,655,YISHUN AVENUE 4,10 TO 12,104,Model A,1987,67 years 06 months,358000,760655,4.592700298,759956,15.45083011,Yishun,0.900383964,1.42279633,103.8398349
2019-02,YISHUN,4 ROOM,784,YISHUN AVENUE 2,01 TO 03,108,Model A,1987,67 years 10 months,370000,760784,4.487197537,759956,15.41486588,Khatib,0.532217111,1.421856387,103.8338588
2019-02,YISHUN,5 ROOM,644,YISHUN STREET 61,04 TO 06,121,Improved,1988,68 years 04 months,371000,760644,4.614983223,759956,15.35375379,Khatib,0.716594874,1.421707735,103.8374745
2019-02,YISHUN,4 ROOM,335C,YISHUN STREET 31,01 TO 03,92,Model A,2015,95 years 09 months,375000,763335,3.88370849,759956,16.49481314,Yishun,1.06896967,1.43248777,103.8443674
2019-02,YISHUN,4 ROOM,336A,YISHUN STREET 31,07 TO 09,92,Model A,2015,95 years 09 months,383000,761336,4.011767129,759956,16.36128806,Yishun,1.068611249,1.431299393,103.8446753
2019-02,YISHUN,4 ROOM,443,YISHUN AVENUE 11,07 TO 09,92,Model A,2012,92 years 05 months,386000,760443,4.738119555,759956,15.52785644,Yishun,1.251422216,1.423810021,103.844973
2019-02,YISHUN,5 ROOM,167,YISHUN RING ROAD,07 TO 09,121,Improved,1987,67 years 10 months,388000,760167,2.862752306,759956,17.06379314,Canberra,0.804237907,1.43661283,103.8323565
2019-02,YISHUN,4 ROOM,455,YISHUN STREET 41,10 TO 12,93,Model A,2013,93 years 06 months,388000,760455,5.085374856,759956,15.1055146,Khatib,1.314345392,1.419980452,103.844384
2019-02,YISHUN,5 ROOM,331,YISHUN RING ROAD,07 TO 09,122,Improved,1988,68 years 09 months,408888,760331,3.97738339,759956,16.2938953,Yishun,0.878020727,1.430613135,103.8430536
2019-02,YISHUN,5 ROOM,229,YISHUN STREET 21,07 TO 09,125,Improved,1985,65 years 04 months,415000,760229,3.243085792,759956,16.81827096,Yishun,0.643831748,1.434912007,103.8372004
2019-02,YISHUN,5 ROOM,786,YISHUN RING ROAD,04 TO 06,121,Improved,1987,67 years 10 months,418000,760786,4.477946686,757443,15.38848374,Khatib,0.477735857,1.421379458,103.8320547
2019-02,YISHUN,5 ROOM,755,YISHUN STREET 72,01 TO 03,122,Improved,1986,66 years 09 months,420000,760755,3.892764822,759956,16.00700819,Yishun,0.386849759,1.427078207,103.8327061
2019-02,YISHUN,5 ROOM,760,YISHUN STREET 72,01 TO 03,122,Improved,1987,67 years 02 months,425000,760760,4.031888338,759956,15.86521386,Yishun,0.494541302,1.425794855,103.8327247
2019-02,YISHUN,5 ROOM,770,YISHUN AVENUE 3,07 TO 09,122,Improved,1986,66 years 07 months,428000,760770,4.156461167,757443,15.72782611,Yishun,0.645487405,1.42448626,103.8322514
2019-02,YISHUN,5 ROOM,864,YISHUN AVENUE 4,10 TO 12,122,Improved,1988,68 years 05 months,465888,760864,5.208301983,759956,14.77793073,Khatib,0.707156259,1.416672578,103.8392423
2019-02,YISHUN,EXECUTIVE,325,YISHUN CENTRAL,04 TO 06,146,Maisonette,1988,68 years 10 months,505000,760325,4.057871512,759956,16.14715429,Yishun,0.768160162,1.429238562,103.8421457
2019-02,YISHUN,EXECUTIVE,358,YISHUN RING ROAD,01 TO 03,146,Maisonette,1988,68 years 05 months,515000,760358,4.503657644,759956,15.86147272,Yishun,1.227291255,1.426851971,103.8459661
2019-02,YISHUN,EXECUTIVE,324,YISHUN CENTRAL,04 TO 06,146,Maisonette,1988,68 years 05 months,533000,760324,4.106106591,759956,16.08411826,Yishun,0.756778771,1.428661503,103.8419995
2019-02,YISHUN,EXECUTIVE,723,YISHUN STREET 71,13 TO 15,142,Apartment,1986,66 years 03 months,590000,760723,3.916054,757443,15.93264999,Yishun,0.702656351,1.426019545,103.8299395
2019-02,YISHUN,EXECUTIVE,877,YISHUN STREET 81,01 TO 03,142,Apartment,1987,67 years 10 months,590000,760877,5.385333778,757443,14.51539035,Khatib,0.460854382,1.413902191,103.8354539
2019-02,YISHUN,EXECUTIVE,826,YISHUN STREET 81,04 TO 06,146,Maisonette,1988,67 years 11 months,620000,760826,5.259746135,757443,14.5889207,Khatib,0.336464325,1.414174103,103.8324542
2019-02,YISHUN,MULTI-GENERATION,666,YISHUN AVENUE 4,04 TO 06,179,Multi Generation,1987,67 years 10 months,840000,760666,5.01527747,759956,15.02340188,Khatib,0.876371954,1.418998472,103.840568
2019-04,YISHUN,2 ROOM,424A,YISHUN AVENUE 11,10 TO 12,47,Model A,2015,95 years 08 months,238000,761424,4.968169308,759956,15.45185623,Yishun,1.583930061,1.423226433,103.8480493
2019-06,YISHUN,2 ROOM,424B,YISHUN AVENUE 11,01 TO 03,47,Model A,2015,95 years 06 months,230000,762424,4.995734983,759956,15.45289472,Yishun,1.632433477,1.423245545,103.8485419
2019-08,YISHUN,3 ROOM,431B,YISHUN AVENUE 1,04 TO 06,67,Model A,2015,95 years 01 month,310000,762431,5.191068101,759956,15.13290678,Khatib,1.617529669,1.42033318,103.8471024
2019-10,YISHUN,3 ROOM,431C,YISHUN AVENUE 1,10 TO 12,67,Model A,2015,94 years 11 months,320000,763431,5.172169011,759956,15.11986882,Khatib,1.549368899,1.420197193,103.8465045
2019-04,YISHUN,3 ROOM,424C,YISHUN AVENUE 11,13 TO 15,67,Model A,2015,95 years 08 months,310000,763424,5.031652949,759956,15.45327779,Yishun,1.693819083,1.423258712,103.849155
2019-09,YISHUN,3 ROOM,430A,YISHUN AVENUE 11,04 TO 06,67,Model A,2015,95 years 04 months,295000,761430,5.169779071,759956,15.24897046,Yishun,1.730777631,1.421411704,103.8485637
2019-10,YISHUN,3 ROOM,429A,YISHUN AVENUE 11,07 TO 09,67,Model A,2015,95 years 02 months,301388,761429,5.164406005,759956,15.32359447,Yishun,1.790354117,1.422097317,103.8495604
2019-10,YISHUN,3 ROOM,429B,YISHUN AVENUE 11,13 TO 15,67,Model A,2015,95 years 02 months,290000,762429,5.181078752,759956,15.28161025,Yishun,1.779268188,1.421715919,103.8492437
2019-06,YISHUN,3 ROOM,777,YISHUN AVENUE 2,04 TO 06,64,Simplified,1987,66 years 11 months,247000,760777,4.483475416,759956,15.42537464,Khatib,0.561586895,1.422010011,103.8343331
2019-08,YISHUN,3 ROOM,789,YISHUN AVENUE 2,01 TO 03,70,Simplified,1989,68 years 08 months,250000,760789,4.63726812,759956,15.26564568,Khatib,0.400909175,1.420542469,103.8341675
2019-12,YISHUN,3 ROOM,778,YISHUN AVENUE 2,01 TO 03,74,Model A,1989,68 years 02 months,250000,760778,4.447382278,759956,15.45464597,Khatib,0.569269169,1.422208461,103.8337911
2019-03,YISHUN,3 ROOM,861,YISHUN AVENUE 4,07 TO 09,74,Model A,1989,68 years 11 months,270000,760861,5.140696546,759956,14.8582806,Khatib,0.741358955,1.417426191,103.8395642
2019-04,YISHUN,3 ROOM,661,YISHUN AVENUE 4,10 TO 12,64,Simplified,1992,72 years 02 months,272000,760661,4.710343927,759956,15.35663551,Khatib,1.022335371,1.422015232,103.8407143
2019-07,YISHUN,3 ROOM,862,YISHUN AVENUE 4,01 TO 03,74,Model A,1988,68 years 07 months,235000,760862,5.158897426,759956,14.83267762,Khatib,0.716032557,1.417175643,103.8393414
2019-04,YISHUN,3 ROOM,704,YISHUN AVENUE 5,07 TO 09,68,New Generation,1984,63 years 10 months,290000,760704,3.539962532,757443,16.30366911,Yishun,0.707263539,1.429234208,103.8288806
2019-07,YISHUN,3 ROOM,712,YISHUN AVENUE 5,10 TO 12,68,New Generation,1984,63 years 10 months,255000,760712,3.657350342,757443,16.1708735,Yishun,0.848154034,1.42785215,103.8277813
2019-07,YISHUN,3 ROOM,702,YISHUN AVENUE 5,01 TO 03,72,New Generation,1984,63 years 11 months,265000,760702,3.496817769,757443,16.35786271,Yishun,0.642783858,1.429815405,103.8294672
2019-10,YISHUN,3 ROOM,732,YISHUN AVENUE 5,04 TO 06,67,New Generation,1984,63 years 10 months,243000,760732,3.609154502,757443,16.25800157,Yishun,0.547063706,1.429034454,103.8303364
2019-12,YISHUN,3 ROOM,741,YISHUN AVENUE 5,07 TO 09,67,New Generation,1985,64 years 01 month,282000,760741,3.579863956,759956,16.33470845,Yishun,0.246197672,1.430100193,103.8331176
2019-03,YISHUN,3 ROOM,286,YISHUN AVENUE 6,10 TO 12,74,Model A,1987,67 years 04 months,248000,760286,2.837552282,759956,17.37158522,Canberra,1.079273461,1.440038069,103.8387445
2019-04,YISHUN,3 ROOM,283,YISHUN AVENUE 6,04 TO 06,74,Model A,1985,65 years 06 months,280000,760283,2.921043185,759956,17.30697349,Canberra,1.156350577,1.439496863,103.839282
2019-10,YISHUN,3 ROOM,397,YISHUN AVENUE 6,07 TO 09,73,Model A,1989,68 years 05 months,253000,760397,4.505190704,759956,15.97115337,Yishun,1.378704326,1.427886114,103.847541
2019-11,YISHUN,3 ROOM,282,YISHUN AVENUE 6,01 TO 03,64,Simplified,1988,67 years 02 months,231888,760282,2.875874764,759956,17.30466625,Canberra,1.072182256,1.439408712,103.8384251
2019-11,YISHUN,3 ROOM,399,YISHUN AVENUE 6,07 TO 09,73,Model A,1989,68 years 04 months,225000,760399,4.509239922,759956,15.93248725,Yishun,1.334228074,1.427526355,103.8470842
2019-11,YISHUN,3 ROOM,172,YISHUN AVENUE 7,01 TO 03,64,Simplified,1988,67 years 08 months,235000,760172,2.822973624,759956,17.08020619,Canberra,0.763098666,1.43660111,103.831091
2019-05,YISHUN,3 ROOM,316A,YISHUN AVENUE 9,04 TO 06,67,Model A,2015,95 years 06 months,310000,761316,3.699729527,759956,16.60048537,Yishun,0.935955744,1.433355307,103.8427051
2019-03,YISHUN,3 ROOM,303,YISHUN CENTRAL,10 TO 12,74,Model A,1988,68 years 08 months,320000,760303,3.847590387,759956,16.27718243,Yishun,0.544110808,1.430268639,103.8400672
2019-05,YISHUN,3 ROOM,321,YISHUN CENTRAL,10 TO 12,74,Model A,1988,67 years 09 months,285000,760321,4.059845891,759956,16.11167856,Yishun,0.702167313,1.428879611,103.8415286
2019-07,YISHUN,3 ROOM,320,YISHUN CENTRAL,04 TO 06,74,Model A,1988,67 years 07 months,270000,760320,3.998300151,759956,16.17508952,Yishun,0.685685267,1.429443111,103.8414074
2019-03,YISHUN,3 ROOM,108,YISHUN RING ROAD,04 TO 06,67,New Generation,1985,64 years 10 months,250000,760108,3.217797007,757443,16.64018327,Yishun,0.755677367,1.432323551,103.829072
2019-03,YISHUN,3 ROOM,139,YISHUN RING ROAD,01 TO 03,68,New Generation,1984,64 years 07 months,240000,760139,3.361673621,759956,16.53178392,Yishun,0.499283854,1.43165616,103.8313191
2019-03,YISHUN,3 ROOM,409,YISHUN RING ROAD,01 TO 03,74,Model A,1988,68 years 09 months,240000,760409,4.643101309,759956,15.78491553,Yishun,1.385975076,1.426203854,103.8472732
2019-03,YISHUN,3 ROOM,113,YISHUN RING ROAD,07 TO 09,64,Simplified,1986,66 years,265000,760113,2.914708347,757443,16.9527635,Canberra,0.911405294,1.435135802,103.8288732
2019-04,YISHUN,3 ROOM,243,YISHUN RING ROAD,07 TO 09,64,Simplified,1985,65 years 05 months,248000,760243,3.561062623,759956,16.63339302,Yishun,0.74983487,1.43352113,103.8406271
2019-04,YISHUN,3 ROOM,110,YISHUN RING ROAD,01 TO 03,64,Simplified,1986,65 years 11 months,244000,760110,3.063486608,757443,16.79953081,Yishun,0.84276485,1.433760579,103.8289934
2019-04,YISHUN,3 ROOM,256,YISHUN RING ROAD,01 TO 03,64,Simplified,1985,65 years 02 months,250000,760256,3.46969371,759956,16.70202866,Yishun,0.736636023,1.434093421,103.8399792
2019-04,YISHUN,3 ROOM,118,YISHUN RING ROAD,01 TO 03,77,Model A,1983,63 years 03 months,248000,760118,2.816906838,757443,17.05016457,Canberra,0.82011042,1.435987078,103.8286415
2019-04,YISHUN,3 ROOM,353,YISHUN RING ROAD,01 TO 03,74,Model A,1989,68 years 09 months,256888,760353,4.527545061,759956,15.78525862,Yishun,1.169164698,1.426137278,103.8452165
2019-04,YISHUN,3 ROOM,622,YISHUN RING ROAD,04 TO 06,73,Model A,1987,67 years 05 months,290000,760622,4.897558343,759956,15.01135727,Khatib,0.269782218,1.418342818,103.8350229
2019-05,YISHUN,3 ROOM,141,YISHUN RING ROAD,04 TO 06,68,New Generation,1984,64 years 07 months,252000,760141,3.401008235,757443,16.46830526,Yishun,0.603688529,1.430897002,103.8300008
2019-05,YISHUN,3 ROOM,107,YISHUN RING ROAD,04 TO 06,67,New Generation,1982,62 years 01 month,230000,760107,3.179741311,757443,16.65480544,Yishun,0.911036576,1.432218081,103.8275202
2019-06,YISHUN,3 ROOM,242,YISHUN RING ROAD,07 TO 09,67,New Generation,1986,65 years 08 months,270000,760242,3.607594248,759956,16.54778705,Yishun,0.645288531,1.432707915,103.8400524
2019-06,YISHUN,3 ROOM,365,YISHUN RING ROAD,10 TO 12,74,Model A,1989,68 years 10 months,257000,760365,4.233192455,759956,16.13095495,Yishun,1.106662134,1.429247793,103.8451922
2019-06,YISHUN,3 ROOM,342B,YISHUN RING ROAD,04 TO 06,68,Premium Apartment,2016,95 years 07 months,300000,762342,4.118939432,759956,16.24348186,Yishun,1.070597827,1.430245961,103.8448383
2019-06,YISHUN,3 ROOM,119,YISHUN RING ROAD,04 TO 06,64,Simplified,1985,65 years 03 months,255000,760119,2.899401321,757443,16.97618627,Canberra,0.880474678,1.435392995,103.8291771
2019-06,YISHUN,3 ROOM,781,YISHUN RING ROAD,10 TO 12,74,Model A,1988,68 years 01 month,265000,760781,4.402800879,757443,15.47273179,Khatib,0.561307902,1.422185972,103.8323596
2019-07,YISHUN,3 ROOM,236,YISHUN RING ROAD,07 TO 09,67,New Generation,1985,65 years 02 months,280000,760236,3.408849764,759956,16.71868882,Yishun,0.669541115,1.43416808,103.8389989
2019-07,YISHUN,3 ROOM,448,YISHUN RING ROAD,13 TO 15,67,Model A,2012,92 years 01 month,328000,760448,4.863975271,759956,15.3807521,Yishun,1.325382756,1.422482717,103.844903
2019-07,YISHUN,3 ROOM,615,YISHUN RING ROAD,04 TO 06,73,Model A,1988,67 years 07 months,280000,760615,4.77358058,759956,15.14581043,Khatib,0.394990568,1.419613451,103.8354763
2019-08,YISHUN,3 ROOM,621,YISHUN RING ROAD,10 TO 12,73,Model A,1988,67 years 06 months,285000,760621,4.867126754,759956,15.04500217,Khatib,0.304056618,1.418667011,103.835187
2019-09,YISHUN,3 ROOM,782,YISHUN RING ROAD,01 TO 03,64,Simplified,1988,67 years 07 months,240000,760782,4.405882763,757443,15.45765996,Khatib,0.548529314,1.421966452,103.8317594
2019-09,YISHUN,3 ROOM,116,YISHUN RING ROAD,04 TO 06,74,Model A,1983,62 years 09 months,270000,760116,2.899651244,757443,16.95298853,Canberra,0.934165694,1.435027502,103.8281349
2019-09,YISHUN,3 ROOM,806,YISHUN RING ROAD,07 TO 09,74,Model A,1987,66 years 06 months,298000,760806,4.89394678,757443,14.94584963,Khatib,0.198914948,1.417221562,103.8311114
2019-09,YISHUN,3 ROOM,241,YISHUN RING ROAD,10 TO 12,67,New Generation,1986,66 years 03 months,272000,760241,3.616506803,759956,16.49059673,Yishun,0.523112645,1.432120156,103.8391231
2019-11,YISHUN,3 ROOM,617,YISHUN RING ROAD,01 TO 03,73,Model A,1988,67 years 04 months,247000,760617,4.802529152,759956,15.11356577,Khatib,0.359688746,1.41930445,103.8353287
2019-11,YISHUN,3 ROOM,796A,YISHUN RING ROAD,01 TO 03,64,Simplified,1986,66 years 01 month,240000,761796,4.72653424,757443,15.15038278,Khatib,0.244259827,1.419356831,103.8330734
2019-12,YISHUN,3 ROOM,112,YISHUN RING ROAD,13 TO 15,64,Simplified,1985,65 years,232000,760112,3.022844522,757443,16.84342541,Yishun,0.863832609,1.434168645,103.829055
2019-12,YISHUN,3 ROOM,239,YISHUN RING ROAD,04 TO 06,67,New Generation,1985,64 years 06 months,268000,760239,3.501574539,759956,16.64922122,Yishun,0.674766342,1.433595146,103.8396854
2019-03,YISHUN,3 ROOM,144,YISHUN STREET 11,01 TO 03,68,New Generation,1984,64 years 07 months,250000,760144,3.431267866,759956,16.46140455,Yishun,0.464246927,1.431023714,103.831365
2019-03,YISHUN,3 ROOM,122,YISHUN STREET 11,07 TO 09,71,New Generation,1984,64 years 09 months,272000,760122,2.99605356,759956,16.90293712,Yishun,0.766653936,1.434997589,103.8311248
2019-03,YISHUN,3 ROOM,127,YISHUN STREET 11,01 TO 03,67,New Generation,1984,64 years 09 months,248000,760127,3.076851405,759956,16.8182124,Yishun,0.709276909,1.434208962,103.8309747
2019-04,YISHUN,3 ROOM,130,YISHUN STREET 11,07 TO 09,74,Model A,1985,64 years 11 months,257000,760130,3.160296521,759956,16.73760188,Yishun,0.626611399,1.433524981,103.8313308
2019-04,YISHUN,3 ROOM,124,YISHUN STREET 11,04 TO 06,67,New Generation,1985,65 years 05 months,260000,760124,3.040277362,759956,16.85782861,Yishun,0.729797931,1.4345903,103.8311393
2019-05,YISHUN,3 ROOM,145,YISHUN STREET 11,01 TO 03,67,New Generation,1985,65 years 01 month,260000,760145,3.463959938,759956,16.43405667,Yishun,0.406067301,1.430840617,103.8318555
2019-05,YISHUN,3 ROOM,128,YISHUN STREET 11,04 TO 06,74,Model A,1985,64 years 10 months,243000,760128,3.121497942,759956,16.7769272,Yishun,0.657570728,1.433877937,103.8313022
2019-05,YISHUN,3 ROOM,157,YISHUN STREET 11,01 TO 03,67,New Generation,1985,65 years 07 months,250000,760157,3.387419222,759956,16.55577339,Yishun,0.331728879,1.432217901,103.8340914
2019-05,YISHUN,3 ROOM,132,YISHUN STREET 11,10 TO 12,74,Model A,1985,64 years 09 months,255000,760132,3.237910213,759956,16.65687871,Yishun,0.578810356,1.432778464,103.831224
2019-06,YISHUN,3 ROOM,134,YISHUN STREET 11,10 TO 12,68,New Generation,1984,64 years 03 months,288000,760134,3.28628883,759956,16.60983308,Yishun,0.534752765,1.432376505,103.8314109
2019-07,YISHUN,3 ROOM,151,YISHUN STREET 11,07 TO 09,67,New Generation,1985,64 years 08 months,310000,760151,3.542472683,759956,16.39759896,Yishun,0.184192228,1.430806337,103.8342681
2019-09,YISHUN,3 ROOM,125,YISHUN STREET 11,10 TO 12,67,New Generation,1984,64 years 03 months,256000,760125,3.090976575,759956,16.79775678,Yishun,0.730410735,1.433950694,103.8304398
2019-10,YISHUN,3 ROOM,146,YISHUN STREET 11,10 TO 12,67,New Generation,1985,64 years 06 months,290000,760146,3.463894806,759956,16.44312315,Yishun,0.352254579,1.431001762,103.8324685
2019-03,YISHUN,3 ROOM,205,YISHUN STREET 21,01 TO 03,67,New Generation,1985,64 years 11 months,280000,760205,3.592885506,759956,16.40247756,Yishun,0.214511787,1.431069706,103.8363086
2019-03,YISHUN,3 ROOM,218,YISHUN STREET 21,01 TO 03,68,New Generation,1985,65 years 04 months,280000,760218,3.395258687,759956,16.61281375,Yishun,0.404665442,1.432963645,103.8362376
2019-03,YISHUN,3 ROOM,215,YISHUN STREET 21,04 TO 06,67,New Generation,1985,64 years 10 months,272000,760215,3.509207922,759956,16.47135239,Yishun,0.245253593,1.431627025,103.8356705
2019-03,YISHUN,3 ROOM,222,YISHUN STREET 21,04 TO 06,67,New Generation,1985,65 years 06 months,275000,760222,3.263849424,759956,16.73650706,Yishun,0.510576964,1.434029953,103.835725
2019-04,YISHUN,3 ROOM,217,YISHUN STREET 21,07 TO 09,68,New Generation,1985,65 years 06 months,275000,760217,3.433677887,759956,16.57419447,Yishun,0.371169754,1.432622684,103.8363187
2019-04,YISHUN,3 ROOM,210,YISHUN STREET 21,10 TO 12,67,New Generation,1985,65 years 05 months,280000,760210,3.682721099,759956,16.40487226,Yishun,0.453420464,1.431325792,103.838868
2019-05,YISHUN,3 ROOM,201,YISHUN STREET 21,04 TO 06,67,New Generation,1985,65 years 02 months,280000,760201,3.716916163,759956,16.33556613,Yishun,0.347010478,1.430637251,103.8381317
2019-05,YISHUN,3 ROOM,220,YISHUN STREET 21,04 TO 06,67,New Generation,1985,65 years 06 months,245000,760220,3.285972885,759956,16.69634059,Yishun,0.461761952,1.433616722,103.835244
2019-05,YISHUN,3 ROOM,225,YISHUN STREET 21,07 TO 09,67,New Generation,1985,65 years 07 months,260000,760225,3.18546238,759956,16.8246718,Yishun,0.600724766,1.434835887,103.835813
2019-06,YISHUN,3 ROOM,204,YISHUN STREET 21,01 TO 03,67,New Generation,1985,64 years 10 months,275000,760204,3.609123189,759956,16.36879002,Yishun,0.152032793,1.430712741,103.835796
2019-07,YISHUN,3 ROOM,214,YISHUN STREET 21,07 TO 09,67,New Generation,1985,64 years 06 months,248000,760214,3.554596888,759956,16.44398415,Yishun,0.251075368,1.431446088,103.8363209
2019-09,YISHUN,3 ROOM,219,YISHUN STREET 21,07 TO 09,68,New Generation,1985,65 years 02 months,293000,760219,3.355555741,759956,16.65280178,Yishun,0.440365512,1.433316862,103.8361555
2019-10,YISHUN,3 ROOM,223,YISHUN STREET 21,04 TO 06,67,New Generation,1986,65 years 04 months,249000,760223,3.224009689,759956,16.77520835,Yishun,0.546716957,1.434367282,103.8356027
2019-10,YISHUN,3 ROOM,202,YISHUN STREET 21,10 TO 12,67,New Generation,1985,65 years,265000,760202,3.678092054,759956,16.34675852,Yishun,0.268425476,1.430665697,103.8373333
2019-12,YISHUN,3 ROOM,208,YISHUN STREET 21,01 TO 03,67,New Generation,1985,64 years 11 months,280000,760208,3.654728485,759956,16.38306647,Yishun,0.316178292,1.431020129,103.8376196
2019-12,YISHUN,3 ROOM,227,YISHUN STREET 21,10 TO 12,67,New Generation,1985,64 years 10 months,287000,760227,3.200338804,759956,16.84149531,Yishun,0.642617124,1.435069716,103.8366448
2019-12,YISHUN,3 ROOM,203,YISHUN STREET 21,01 TO 03,67,New Generation,1985,64 years 03 months,290000,760203,3.643889367,759956,16.35675528,Yishun,0.201212205,1.430683177,103.8365766
2019-03,YISHUN,3 ROOM,269,YISHUN STREET 22,04 TO 06,64,Simplified,1988,68 years 02 months,220000,760269,3.204425607,759956,17.03550274,Yishun,1.022682678,1.437125378,103.840329
2019-04,YISHUN,3 ROOM,268,YISHUN STREET 22,04 TO 06,64,Simplified,1985,65 years 08 months,240000,760268,3.145725486,759956,17.05238301,Yishun,0.984048543,1.437217697,103.8395063
2019-05,YISHUN,3 ROOM,270,YISHUN STREET 22,10 TO 12,74,Model A,1987,67 years 07 months,258000,760270,3.155665201,759956,17.07106563,Yishun,1.030015806,1.437421344,103.8399825
2019-03,YISHUN,3 ROOM,333B,YISHUN STREET 31,01 TO 03,67,Model A,2015,95 years 08 months,300000,762333,3.997031608,759956,16.43124562,Yishun,1.160785202,1.431957833,103.8453791
2019-08,YISHUN,3 ROOM,333D,YISHUN STREET 31,13 TO 15,67,Model A,2015,95 years 04 months,325000,764333,4.039457431,759956,16.44267493,Yishun,1.252740625,1.432089861,103.8461983
2019-09,YISHUN,3 ROOM,336B,YISHUN STREET 31,07 TO 09,67,Model A,2015,95 years 02 months,303000,762336,3.983453882,759956,16.37120759,Yishun,1.032772548,1.43137338,103.8443314
2019-11,YISHUN,3 ROOM,334A,YISHUN STREET 31,04 TO 06,67,Model A,2015,95 years,306000,761334,3.867041956,759956,16.53969987,Yishun,1.118693619,1.432906242,103.8446954
2019-12,YISHUN,3 ROOM,334D,YISHUN STREET 31,01 TO 03,67,Model A,2015,94 years 11 months,290000,764334,4.032361783,759956,16.47764788,Yishun,1.295898303,1.43241465,103.8465171
2019-10,YISHUN,3 ROOM,504A,YISHUN STREET 51,07 TO 09,68,Model A,2016,95 years 05 months,302000,761504,5.262855752,759956,14.89510431,Khatib,1.24719899,1.418070552,103.8440833
2019-12,YISHUN,3 ROOM,505A,YISHUN STREET 51,13 TO 15,68,Model A,2016,95 years 03 months,330000,761505,5.220354285,759956,14.97702303,Khatib,1.338599199,1.418844596,103.8448245
2019-10,YISHUN,3 ROOM,645,YISHUN STREET 61,01 TO 03,64,Simplified,1992,71 years 08 months,235000,760645,4.636245646,759956,15.36339183,Khatib,0.824284056,1.421901781,103.8386056
2019-12,YISHUN,3 ROOM,632,YISHUN STREET 61,10 TO 12,64,Simplified,1987,66 years 10 months,265000,760632,5.007073948,759956,14.98834098,Khatib,0.715994679,1.418567368,103.8391869
2019-04,YISHUN,3 ROOM,717,YISHUN STREET 71,07 TO 09,64,Simplified,1987,67 years 06 months,234000,760717,3.892805497,757443,15.93464662,Yishun,0.894047015,1.425752338,103.8281044
2019-04,YISHUN,3 ROOM,716,YISHUN STREET 71,07 TO 09,64,Simplified,1987,67 years 06 months,240000,760716,3.832760551,757443,15.99087938,Yishun,0.940729349,1.426157266,103.8274494
2019-05,YISHUN,3 ROOM,725,YISHUN STREET 71,01 TO 03,64,Simplified,1987,67 years 06 months,242000,760725,3.841677107,757443,16.02335452,Yishun,0.575517328,1.426956151,103.83071
2019-06,YISHUN,3 ROOM,722,YISHUN STREET 71,04 TO 06,64,Simplified,1987,67 years 03 months,230000,760722,3.926450897,757443,15.90937699,Yishun,0.810400179,1.425667158,103.8290161
2019-07,YISHUN,3 ROOM,728,YISHUN STREET 71,10 TO 12,64,Simplified,1987,66 years 06 months,250000,760728,3.959275342,757443,15.8978591,Yishun,0.664292347,1.425789629,103.830527
2019-09,YISHUN,3 ROOM,718,YISHUN STREET 71,04 TO 06,64,Simplified,1987,66 years 06 months,220000,760718,3.788520075,757443,16.04450368,Yishun,0.803482402,1.42681828,103.8285128
2019-10,YISHUN,3 ROOM,719,YISHUN STREET 71,01 TO 03,70,Simplified,1987,67 years,246000,760719,3.804523866,757443,16.03789658,Yishun,0.719644125,1.42688085,103.8293031
2019-03,YISHUN,3 ROOM,731,YISHUN STREET 72,04 TO 06,67,New Generation,1984,64 years 04 months,250000,760731,3.709368258,757443,16.17039907,Yishun,0.474767634,1.428348586,103.8311163
2019-05,YISHUN,3 ROOM,748,YISHUN STREET 72,04 TO 06,68,New Generation,1984,63 years 09 months,280000,760748,3.866240113,759956,16.04532022,Yishun,0.293770156,1.427518982,103.8334505
2019-05,YISHUN,3 ROOM,747,YISHUN STREET 72,01 TO 03,68,New Generation,1984,64 years 01 month,270000,760747,3.791647998,759956,16.12279588,Yishun,0.238422247,1.428225543,103.8334881
2019-08,YISHUN,3 ROOM,763,YISHUN STREET 72,04 TO 06,65,Simplified,1987,66 years 07 months,258000,760763,4.130069094,759956,15.79268812,Yishun,0.462584986,1.425362031,103.8345456
