month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2019-03,TAMPINES,EXECUTIVE,156,TAMPINES STREET 12,10 TO 12,150,Maisonette,1984,64 years 07 months,790000
2019-04,TAMPINES,EXECUTIVE,149,TAMPINES STREET 12,04 TO 06,150,Maisonette,1984,64 years 06 months,775000
2019-04,TAMPINES,EXECUTIVE,149,TAMPINES STREET 12,04 TO 06,148,Maisonette,1984,64 years 06 months,738000
2019-09,TAMPINES,EXECUTIVE,151,TAMPINES STREET 12,01 TO 03,150,Maisonette,1984,63 years 11 months,738000
2019-10,TAMPINES,EXECUTIVE,151,TAMPINES STREET 12,04 TO 06,148,Maisonette,1984,63 years 11 months,785000
2019-10,TAMPINES,EXECUTIVE,151,TAMPINES STREET 12,04 TO 06,150,Apartment,1984,63 years 10 months,808000
2019-12,TAMPINES,EXECUTIVE,156,TAMPINES STREET 12,04 TO 06,151,Apartment,1984,63 years 09 months,790000
2019-03,TAMPINES,EXECUTIVE,230J,TAMPINES STREET 21,07 TO 09,155,Apartment,1993,73 years 04 months,650000
2019-10,TAMPINES,EXECUTIVE,245,TAMPINES STREET 21,10 TO 12,150,Maisonette,1984,64 years 02 months,810000
2019-03,TAMPINES,EXECUTIVE,230F,TAMPINES STREET 24,07 TO 09,150,Apartment,1993,73 years 04 months,661000
2019-05,TAMPINES,EXECUTIVE,230E,TAMPINES STREET 24,07 TO 09,147,Apartment,1993,73 years 03 months,675000
2019-08,TAMPINES,EXECUTIVE,230D,TAMPINES STREET 24,01 TO 03,152,Apartment,1993,72 years 11 months,640000
2019-10,TAMPINES,EXECUTIVE,230F,TAMPINES STREET 24,07 TO 09,147,Apartment,1993,72 years 09 months,640000
2019-11,TAMPINES,EXECUTIVE,230D,TAMPINES STREET 24,04 TO 06,151,Apartment,1993,72 years 09 months,660000
2019-03,TAMPINES,EXECUTIVE,332,TAMPINES STREET 32,04 TO 06,147,Apartment,1996,75 years 10 months,635000
2019-05,TAMPINES,EXECUTIVE,327,TAMPINES STREET 32,07 TO 09,147,Apartment,1995,75 years 08 months,630000
2019-05,TAMPINES,EXECUTIVE,324,TAMPINES STREET 32,07 TO 09,148,Apartment,1995,75 years 07 months,650000
2019-06,TAMPINES,EXECUTIVE,333,TAMPINES STREET 32,07 TO 09,149,Apartment,1996,75 years 08 months,630000
2019-07,TAMPINES,EXECUTIVE,308,TAMPINES STREET 32,10 TO 12,142,Apartment,1993,72 years 11 months,669000
2019-08,TAMPINES,EXECUTIVE,333,TAMPINES STREET 32,04 TO 06,149,Apartment,1996,75 years 05 months,640000
2019-08,TAMPINES,EXECUTIVE,326,TAMPINES STREET 32,04 TO 06,148,Apartment,1995,75 years 04 months,653000
2019-08,TAMPINES,EXECUTIVE,310,TAMPINES STREET 32,07 TO 09,143,Apartment,1993,72 years 11 months,640700
2019-09,TAMPINES,EXECUTIVE,310,TAMPINES STREET 32,01 TO 03,143,Apartment,1993,72 years 11 months,585000
2019-10,TAMPINES,EXECUTIVE,324,TAMPINES STREET 32,07 TO 09,147,Apartment,1995,75 years 03 months,720888
2019-10,TAMPINES,EXECUTIVE,310,TAMPINES STREET 32,01 TO 03,153,Apartment,1993,72 years 10 months,650000
2019-10,TAMPINES,EXECUTIVE,334,TAMPINES STREET 32,04 TO 06,149,Apartment,1996,75 years 03 months,618000
2019-11,TAMPINES,EXECUTIVE,331,TAMPINES STREET 32,07 TO 09,149,Apartment,1996,75 years 02 months,665000
2019-12,TAMPINES,EXECUTIVE,328,TAMPINES STREET 32,01 TO 03,147,Apartment,1995,75 years,625000
2019-12,TAMPINES,EXECUTIVE,333,TAMPINES STREET 32,04 TO 06,149,Apartment,1996,75 years 01 month,675000
2019-05,TAMPINES,EXECUTIVE,314,TAMPINES STREET 33,07 TO 09,144,Apartment,1993,73 years 02 months,645000
2019-07,TAMPINES,EXECUTIVE,311,TAMPINES STREET 33,04 TO 06,143,Apartment,1993,73 years 07 months,642000
2019-12,TAMPINES,EXECUTIVE,311,TAMPINES STREET 33,04 TO 06,142,Apartment,1993,72 years 07 months,625000
2019-03,TAMPINES,EXECUTIVE,427,TAMPINES STREET 41,01 TO 03,148,Maisonette,1986,66 years 03 months,570000
2019-04,TAMPINES,EXECUTIVE,430,TAMPINES STREET 41,10 TO 12,148,Maisonette,1986,66 years,635000
2019-04,TAMPINES,EXECUTIVE,427,TAMPINES STREET 41,07 TO 09,148,Maisonette,1986,66 years 01 month,588000
2019-04,TAMPINES,EXECUTIVE,426,TAMPINES STREET 41,10 TO 12,148,Maisonette,1986,65 years 09 months,630000
2019-06,TAMPINES,EXECUTIVE,426,TAMPINES STREET 41,10 TO 12,148,Maisonette,1986,65 years 07 months,645000
2019-06,TAMPINES,EXECUTIVE,429,TAMPINES STREET 41,04 TO 06,148,Maisonette,1985,65 years 05 months,620000
2019-07,TAMPINES,EXECUTIVE,426,TAMPINES STREET 41,04 TO 06,148,Maisonette,1986,65 years 06 months,606000
2019-08,TAMPINES,EXECUTIVE,431,TAMPINES STREET 41,01 TO 03,148,Maisonette,1986,65 years 06 months,555888
2019-09,TAMPINES,EXECUTIVE,428,TAMPINES STREET 41,10 TO 12,148,Maisonette,1986,65 years 04 months,610000
2019-11,TAMPINES,EXECUTIVE,429,TAMPINES STREET 41,04 TO 06,148,Maisonette,1985,65 years 01 month,650000
2019-08,TAMPINES,EXECUTIVE,495C,TAMPINES STREET 43,04 TO 06,148,Apartment,1994,73 years 06 months,657000
2019-08,TAMPINES,EXECUTIVE,495A,TAMPINES STREET 43,01 TO 03,146,Apartment,1994,73 years 05 months,614000
2019-10,TAMPINES,EXECUTIVE,495E,TAMPINES STREET 43,10 TO 12,148,Apartment,1994,73 years 03 months,635000
2019-11,TAMPINES,EXECUTIVE,495E,TAMPINES STREET 43,04 TO 06,147,Apartment,1994,73 years 02 months,625000
2019-12,TAMPINES,EXECUTIVE,495A,TAMPINES STREET 43,04 TO 06,147,Apartment,1994,73 years 01 month,605000
2019-06,TAMPINES,EXECUTIVE,472,TAMPINES STREET 44,01 TO 03,159,Apartment,1993,73 years 02 months,886000
2019-04,TAMPINES,EXECUTIVE,498B,TAMPINES STREET 45,10 TO 12,143,Premium Apartment,1997,77 years 03 months,622000
2019-04,TAMPINES,EXECUTIVE,498B,TAMPINES STREET 45,07 TO 09,143,Premium Apartment,1997,77 years 03 months,630000
2019-06,TAMPINES,EXECUTIVE,498A,TAMPINES STREET 45,10 TO 12,143,Premium Apartment,1997,77 years 01 month,588888
2019-08,TAMPINES,EXECUTIVE,497D,TAMPINES STREET 45,04 TO 06,138,Premium Apartment,1996,75 years 11 months,570000
2019-09,TAMPINES,EXECUTIVE,498M,TAMPINES STREET 45,07 TO 09,147,Premium Maisonette,1997,76 years 10 months,618000
2019-09,TAMPINES,EXECUTIVE,497J,TAMPINES STREET 45,01 TO 03,144,Premium Apartment,1996,75 years 09 months,640000
2019-09,TAMPINES,EXECUTIVE,498M,TAMPINES STREET 45,07 TO 09,147,Premium Maisonette,1997,76 years 10 months,620000
2019-11,TAMPINES,EXECUTIVE,498J,TAMPINES STREET 45,07 TO 09,147,Premium Maisonette,1997,76 years 05 months,655000
2019-08,TAMPINES,EXECUTIVE,737,TAMPINES STREET 72,04 TO 06,141,Apartment,1997,77 years 02 months,638000
2019-12,TAMPINES,EXECUTIVE,740,TAMPINES STREET 72,01 TO 03,141,Apartment,1997,76 years 09 months,560000
2019-03,TAMPINES,EXECUTIVE,895,TAMPINES STREET 81,10 TO 12,146,Maisonette,1988,68 years 06 months,685000
2019-03,TAMPINES,EXECUTIVE,889,TAMPINES STREET 81,04 TO 06,146,Maisonette,1989,68 years 11 months,703000
2019-04,TAMPINES,EXECUTIVE,896A,TAMPINES STREET 81,10 TO 12,146,Maisonette,1988,68 years 06 months,700000
2019-05,TAMPINES,EXECUTIVE,895A,TAMPINES STREET 81,07 TO 09,146,Maisonette,1988,68 years 03 months,695000
2019-06,TAMPINES,EXECUTIVE,894,TAMPINES STREET 81,07 TO 09,142,Apartment,1989,68 years 08 months,638000
2019-06,TAMPINES,EXECUTIVE,894,TAMPINES STREET 81,04 TO 06,146,Maisonette,1989,68 years 07 months,712000
2019-06,TAMPINES,EXECUTIVE,889,TAMPINES STREET 81,01 TO 03,149,Maisonette,1989,68 years 08 months,680000
2019-06,TAMPINES,EXECUTIVE,894,TAMPINES STREET 81,04 TO 06,149,Maisonette,1989,68 years 07 months,700000
2019-08,TAMPINES,EXECUTIVE,894,TAMPINES STREET 81,10 TO 12,149,Maisonette,1989,68 years 05 months,730000
2019-09,TAMPINES,EXECUTIVE,896A,TAMPINES STREET 81,01 TO 03,146,Maisonette,1988,68 years 01 month,650000
2019-09,TAMPINES,EXECUTIVE,889,TAMPINES STREET 81,10 TO 12,154,Maisonette,1989,68 years 05 months,710000
2019-09,TAMPINES,EXECUTIVE,889,TAMPINES STREET 81,04 TO 06,142,Apartment,1989,68 years 05 months,585000
2019-10,TAMPINES,EXECUTIVE,889,TAMPINES STREET 81,10 TO 12,146,Maisonette,1989,68 years 04 months,720000
2019-10,TAMPINES,EXECUTIVE,894,TAMPINES STREET 81,10 TO 12,146,Maisonette,1989,68 years 03 months,748888
2019-06,TAMPINES,EXECUTIVE,856E,TAMPINES STREET 82,07 TO 09,151,Apartment,1995,75 years 05 months,810000
2019-09,TAMPINES,EXECUTIVE,856E,TAMPINES STREET 82,01 TO 03,147,Apartment,1995,75 years 02 months,808000
2019-04,TAMPINES,EXECUTIVE,857,TAMPINES STREET 83,04 TO 06,146,Maisonette,1988,67 years 11 months,730000
2019-04,TAMPINES,EXECUTIVE,867A,TAMPINES STREET 83,04 TO 06,149,Maisonette,1989,68 years 10 months,728000
2019-05,TAMPINES,EXECUTIVE,867A,TAMPINES STREET 83,07 TO 09,146,Maisonette,1989,68 years 09 months,780000
2019-07,TAMPINES,EXECUTIVE,857,TAMPINES STREET 83,04 TO 06,146,Maisonette,1988,67 years 07 months,718000
2019-09,TAMPINES,EXECUTIVE,857,TAMPINES STREET 83,10 TO 12,146,Maisonette,1988,67 years 05 months,750000
2019-10,TAMPINES,EXECUTIVE,867A,TAMPINES STREET 83,04 TO 06,146,Maisonette,1989,68 years 04 months,670000
2019-11,TAMPINES,EXECUTIVE,867A,TAMPINES STREET 83,01 TO 03,154,Maisonette,1989,68 years 03 months,720000
2019-12,TAMPINES,EXECUTIVE,857,TAMPINES STREET 83,10 TO 12,146,Maisonette,1988,67 years 03 months,755000
2019-04,TAMPINES,EXECUTIVE,874A,TAMPINES STREET 84,07 TO 09,146,Maisonette,1989,68 years 10 months,685000
2019-05,TAMPINES,MULTI-GENERATION,460,TAMPINES STREET 42,10 TO 12,166,Multi Generation,1987,67 years 04 months,850000
2019-06,TAMPINES,MULTI-GENERATION,460,TAMPINES STREET 42,07 TO 09,166,Multi Generation,1987,67 years 03 months,840000
2019-01,TOA PAYOH,3 ROOM,1,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1969,49 years 05 months,185000
2019-01,TOA PAYOH,3 ROOM,9,LOR 7 TOA PAYOH,01 TO 03,66,Improved,1970,50 years 06 months,195000
2019-01,TOA PAYOH,2 ROOM,120,LOR 2 TOA PAYOH,01 TO 03,40,Standard,1968,48 years 05 months,200000
2019-01,TOA PAYOH,3 ROOM,85,LOR 4 TOA PAYOH,01 TO 03,68,Improved,1972,52 years 02 months,200000
2019-01,TOA PAYOH,2 ROOM,161,LOR 1 TOA PAYOH,04 TO 06,40,Improved,1972,52 years 01 month,215000
2019-01,TOA PAYOH,3 ROOM,225,LOR 8 TOA PAYOH,04 TO 06,65,Improved,1976,56 years 05 months,230000
2019-01,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1972,52 years 06 months,234000
2019-01,TOA PAYOH,3 ROOM,112,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1967,47 years 05 months,239999
2019-01,TOA PAYOH,3 ROOM,107,LOR 1 TOA PAYOH,04 TO 06,67,Improved,1970,50 years 01 month,240000
2019-01,TOA PAYOH,3 ROOM,23,TOA PAYOH EASTREET,07 TO 09,67,Improved,1970,50 years 06 months,240000
2019-01,TOA PAYOH,3 ROOM,225,LOR 8 TOA PAYOH,07 TO 09,65,Improved,1976,56 years 04 months,250000
2019-01,TOA PAYOH,3 ROOM,51,LOR 6 TOA PAYOH,04 TO 06,63,Standard,1983,63 years 05 months,270000
2019-01,TOA PAYOH,3 ROOM,113,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1967,47 years 05 months,275000
2019-01,TOA PAYOH,3 ROOM,117,LOR 1 TOA PAYOH,01 TO 03,64,Improved,1968,48 years 05 months,278000
2019-01,TOA PAYOH,4 ROOM,214,LOR 8 TOA PAYOH,04 TO 06,82,Improved,1975,55 years 07 months,295000
2019-01,TOA PAYOH,4 ROOM,222,LOR 8 TOA PAYOH,04 TO 06,82,Improved,1976,56 years 02 months,298000
2019-01,TOA PAYOH,3 ROOM,206,TOA PAYOH NORTH,04 TO 06,65,Improved,1973,53 years 06 months,300000
2019-01,TOA PAYOH,3 ROOM,120,POTONG PASIR AVENUE 1,07 TO 09,67,New Generation,1984,64 years 09 months,305000
2019-01,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1972,52 years,320000
2019-01,TOA PAYOH,3 ROOM,207,TOA PAYOH NORTH,07 TO 09,76,Improved,1973,53 years 06 months,326000
2019-01,TOA PAYOH,4 ROOM,114,POTONG PASIR AVENUE 1,01 TO 03,93,New Generation,1984,64 years 09 months,422000
2019-01,TOA PAYOH,4 ROOM,256,KIM KEAT AVENUE,01 TO 03,103,Model A,1988,68 years 11 months,430000
2019-01,TOA PAYOH,3 ROOM,107,POTONG PASIR AVENUE 1,10 TO 12,74,Model A,1984,64 years 06 months,430000
2019-01,TOA PAYOH,4 ROOM,242,KIM KEAT LINK,04 TO 06,103,Model A,1989,69 years 03 months,438000
2019-01,TOA PAYOH,3 ROOM,142,POTONG PASIR AVENUE 3,13 TO 15,74,Model A,1984,64 years 06 months,450000
2019-01,TOA PAYOH,4 ROOM,249,KIM KEAT LINK,01 TO 03,104,Model A,1988,69 years 01 month,470000
2019-01,TOA PAYOH,4 ROOM,79E,TOA PAYOH CENTRAL,04 TO 06,76,Model A,2009,89 years 03 months,515000
2019-01,TOA PAYOH,4 ROOM,134,POTONG PASIR AVENUE 3,04 TO 06,106,Model A,1984,64 years 06 months,560000
2019-01,TOA PAYOH,5 ROOM,19,JOO SENG ROAD,19 TO 21,120,Improved,1988,68 years 07 months,585000
2019-01,TOA PAYOH,4 ROOM,143,POTONG PASIR AVENUE 2,16 TO 18,104,Model A,1984,64 years 06 months,585000
2019-01,TOA PAYOH,4 ROOM,104,POTONG PASIR AVENUE 1,10 TO 12,109,Model A,1984,64 years 10 months,615000
2019-01,TOA PAYOH,5 ROOM,8,JOO SENG ROAD,10 TO 12,136,Model A,1995,75 years 02 months,622000
2019-01,TOA PAYOH,4 ROOM,36,LOR 5 TOA PAYOH,10 TO 12,102,Model A,1997,77 years 08 months,650000
2019-01,TOA PAYOH,4 ROOM,79A,TOA PAYOH CENTRAL,34 TO 36,76,Model A,2009,89 years 03 months,671000
2019-01,TOA PAYOH,4 ROOM,79E,TOA PAYOH CENTRAL,31 TO 33,76,Model A,2009,89 years 03 months,680000
2019-01,TOA PAYOH,EXECUTIVE,21,JOO SENG ROAD,07 TO 09,155,Maisonette,1988,68 years 08 months,688000
2019-01,TOA PAYOH,5 ROOM,14A,LOR 7 TOA PAYOH,10 TO 12,121,Improved,1998,78 years 08 months,690000
2019-01,TOA PAYOH,5 ROOM,10,LOR 7 TOA PAYOH,22 TO 24,120,Improved,1998,78 years 06 months,725000
2019-01,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,92 years 04 months,813000
2019-01,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,92 years 05 months,815000
2019-01,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,01 TO 03,110,DBSS,2012,92 years 04 months,818000
2019-01,TOA PAYOH,5 ROOM,97,LOR 3 TOA PAYOH,10 TO 12,122,Improved,1993,73 years 03 months,830000
2019-01,TOA PAYOH,5 ROOM,144,LOR 2 TOA PAYOH,22 TO 24,110,Improved,2002,82 years 08 months,850000
2019-01,TOA PAYOH,5 ROOM,142,LOR 2 TOA PAYOH,10 TO 12,115,Improved,2001,81 years,868000
2019-01,TOA PAYOH,5 ROOM,79A,TOA PAYOH CENTRAL,10 TO 12,111,Improved,2009,89 years 03 months,900000
2019-01,TOA PAYOH,5 ROOM,154,LOR 2 TOA PAYOH,28 TO 30,124,Improved,2001,81 years 01 month,925000
2019-01,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,40 TO 42,117,DBSS,2012,92 years 04 months,1150000
2019-02,TOA PAYOH,3 ROOM,1,LOR 7 TOA PAYOH,01 TO 03,67,Improved,1969,49 years 04 months,195000
2019-02,TOA PAYOH,3 ROOM,2,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1969,49 years 04 months,200000
2019-02,TOA PAYOH,3 ROOM,66,LOR 4 TOA PAYOH,01 TO 03,64,Standard,1969,48 years 11 months,200000
2019-02,TOA PAYOH,3 ROOM,13,LOR 7 TOA PAYOH,01 TO 03,65,Improved,1970,50 years 05 months,205000
2019-02,TOA PAYOH,3 ROOM,2,UPPER ALJUNIED LANE,07 TO 09,57,Standard,1968,48 years 05 months,210000
2019-02,TOA PAYOH,3 ROOM,3,UPPER ALJUNIED LANE,01 TO 03,57,Standard,1968,48 years 05 months,228000
2019-02,TOA PAYOH,3 ROOM,17,LOR 7 TOA PAYOH,10 TO 12,67,Improved,1971,50 years 11 months,240000
2019-02,TOA PAYOH,3 ROOM,20,LOR 7 TOA PAYOH,07 TO 09,67,Improved,1970,50 years 05 months,240000
2019-02,TOA PAYOH,3 ROOM,2,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1969,49 years 05 months,245000
2019-02,TOA PAYOH,3 ROOM,12,LOR 7 TOA PAYOH,10 TO 12,66,Improved,1970,50 years 05 months,248000
2019-02,TOA PAYOH,3 ROOM,26,TOA PAYOH EASTREET,07 TO 09,67,Improved,1971,50 years 11 months,250000
2019-02,TOA PAYOH,3 ROOM,34,LOR 5 TOA PAYOH,10 TO 12,67,Improved,1970,49 years 11 months,255000
2019-02,TOA PAYOH,3 ROOM,168,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1972,52 years 06 months,258000
2019-02,TOA PAYOH,3 ROOM,199,TOA PAYOH NORTH,04 TO 06,65,Improved,1982,61 years 11 months,275000
2019-02,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,10 TO 12,65,Improved,1967,47 years 04 months,280000
2019-02,TOA PAYOH,3 ROOM,205,TOA PAYOH NORTH,10 TO 12,65,Improved,1973,53 years 06 months,282888
2019-02,TOA PAYOH,3 ROOM,69,LOR 4 TOA PAYOH,07 TO 09,62,Standard,1973,52 years 11 months,283000
2019-02,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,04 TO 06,68,Improved,1972,51 years 11 months,286500
2019-02,TOA PAYOH,3 ROOM,119,POTONG PASIR AVENUE 1,07 TO 09,67,New Generation,1984,64 years 08 months,290000
2019-02,TOA PAYOH,3 ROOM,112,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1967,47 years 04 months,295000
2019-02,TOA PAYOH,4 ROOM,228,LOR 8 TOA PAYOH,13 TO 15,82,Improved,1976,56 years 07 months,363888
2019-02,TOA PAYOH,3 ROOM,136,POTONG PASIR AVENUE 3,04 TO 06,74,Model A,1984,64 years 05 months,380000
2019-02,TOA PAYOH,4 ROOM,204,TOA PAYOH NORTH,04 TO 06,87,Improved,1973,53 years 06 months,380000
2019-02,TOA PAYOH,4 ROOM,259,KIM KEAT AVENUE,01 TO 03,104,Model A,1989,69 years,450000
2019-02,TOA PAYOH,4 ROOM,191,LOR 4 TOA PAYOH,16 TO 18,84,Improved,1974,54 years 05 months,463000
2019-02,TOA PAYOH,4 ROOM,121,POTONG PASIR AVENUE 1,01 TO 03,103,Model A,1984,64 years 03 months,530000
2019-02,TOA PAYOH,4 ROOM,86,LOR 2 TOA PAYOH,01 TO 03,104,Model A,1997,77 years 03 months,535000
2019-02,TOA PAYOH,4 ROOM,142,LOR 2 TOA PAYOH,04 TO 06,85,Model A,2001,80 years 11 months,557000
2019-02,TOA PAYOH,5 ROOM,245,KIM KEAT LINK,04 TO 06,123,Improved,1989,69 years,580000
2019-02,TOA PAYOH,4 ROOM,156,LOR 1 TOA PAYOH,04 TO 06,101,Model A,1999,79 years,600000
2019-02,TOA PAYOH,5 ROOM,48,LOR 5 TOA PAYOH,01 TO 03,123,Improved,1993,73 years 02 months,618000
2019-02,TOA PAYOH,4 ROOM,81B,LOR 4 TOA PAYOH,07 TO 09,103,Model A,1997,77 years 01 month,665000
2019-02,TOA PAYOH,5 ROOM,44,LOR 5 TOA PAYOH,10 TO 12,123,Improved,1993,73 years 02 months,695000
2019-02,TOA PAYOH,5 ROOM,6,LOR 7 TOA PAYOH,07 TO 09,121,Improved,1998,78 years 07 months,703000
2019-02,TOA PAYOH,5 ROOM,14B,LOR 7 TOA PAYOH,19 TO 21,120,Improved,1998,78 years 05 months,720000
2019-02,TOA PAYOH,5 ROOM,7,LOR 7 TOA PAYOH,22 TO 24,120,Improved,1998,78 years 06 months,728000
2019-02,TOA PAYOH,4 ROOM,138B,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,92 years 03 months,800000
2019-02,TOA PAYOH,5 ROOM,35,LOR 5 TOA PAYOH,19 TO 21,117,Improved,1997,77 years 08 months,816000
2019-02,TOA PAYOH,5 ROOM,81A,LOR 4 TOA PAYOH,13 TO 15,122,Improved,1997,77 years 01 month,822000
2019-02,TOA PAYOH,5 ROOM,121,POTONG PASIR AVENUE 1,07 TO 09,159,Model A-Maisonette,1984,64 years 03 months,840000
2019-02,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,37 TO 39,91,DBSS,2012,92 years 03 months,853000
2019-02,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,40 TO 42,91,DBSS,2012,92 years 03 months,880000
2019-02,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,10 TO 12,113,DBSS,2012,92 years 03 months,890000
2019-02,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,28 TO 30,117,DBSS,2012,92 years 03 months,998888
2019-02,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,28 TO 30,114,DBSS,2012,92 years 03 months,1008000
2019-02,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,31 TO 33,117,DBSS,2012,92 years 03 months,1035000
2019-10,TOA PAYOH,2 ROOM,161,LOR 1 TOA PAYOH,07 TO 09,40,Improved,1972,51 years 03 months,227000
2019-03,TOA PAYOH,2 ROOM,120,LOR 2 TOA PAYOH,07 TO 09,40,Standard,1968,48 years 03 months,200000
2019-07,TOA PAYOH,2 ROOM,120,LOR 2 TOA PAYOH,07 TO 09,40,Standard,1968,48 years 07 months,190000
2019-07,TOA PAYOH,2 ROOM,120,LOR 2 TOA PAYOH,01 TO 03,40,Standard,1968,47 years 11 months,181000
2019-11,TOA PAYOH,2 ROOM,120,LOR 2 TOA PAYOH,01 TO 03,45,Standard,1968,47 years 07 months,200000
2019-11,TOA PAYOH,2 ROOM,120,LOR 2 TOA PAYOH,10 TO 12,40,Standard,1968,47 years 07 months,210000
2019-06,TOA PAYOH,2 ROOM,58,LOR 4 TOA PAYOH,01 TO 03,42,Standard,1967,47 years 01 month,180000
2019-08,TOA PAYOH,2 ROOM,58,LOR 4 TOA PAYOH,04 TO 06,44,Standard,1967,46 years 10 months,197000
2019-10,TOA PAYOH,2 ROOM,56,LOR 4 TOA PAYOH,01 TO 03,42,Standard,1967,46 years 09 months,181000
2019-12,TOA PAYOH,2 ROOM,58,LOR 4 TOA PAYOH,01 TO 03,42,Standard,1967,46 years 06 months,178000
2019-03,TOA PAYOH,2 ROOM,55,LOR 5 TOA PAYOH,10 TO 12,43,Standard,1967,47 years 04 months,188888
2019-03,TOA PAYOH,2 ROOM,61,LOR 5 TOA PAYOH,01 TO 03,54,Improved,1967,47 years 04 months,190000
2019-03,TOA PAYOH,2 ROOM,55,LOR 5 TOA PAYOH,01 TO 03,43,Standard,1967,47 years 03 months,204000
2019-06,TOA PAYOH,2 ROOM,54,LOR 5 TOA PAYOH,10 TO 12,43,Standard,1967,47 years 06 months,215000
2019-07,TOA PAYOH,2 ROOM,61,LOR 5 TOA PAYOH,07 TO 09,54,Improved,1967,46 years 11 months,195000
2019-10,TOA PAYOH,2 ROOM,55,LOR 5 TOA PAYOH,01 TO 03,43,Standard,1967,46 years 08 months,190000
2019-12,TOA PAYOH,2 ROOM,52,LOR 6 TOA PAYOH,07 TO 09,43,Standard,1983,62 years 06 months,188000
2019-04,TOA PAYOH,3 ROOM,194,KIM KEAT AVENUE,04 TO 06,66,Improved,1973,53 years 04 months,215000
2019-05,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,10 TO 12,66,Improved,1973,53 years 02 months,190000
2019-06,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,04 TO 06,66,Improved,1973,53 years 01 month,210000
2019-07,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,07 TO 09,66,Improved,1973,53 years 01 month,216000
2019-07,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,07 TO 09,66,Improved,1973,53 years,228000
2019-07,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,10 TO 12,66,Improved,1973,53 years,225000
2019-07,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,07 TO 09,66,Improved,1973,53 years,213888
2019-08,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,04 TO 06,66,Improved,1973,52 years 11 months,215000
2019-09,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,01 TO 03,66,Improved,1973,52 years 10 months,198000
2019-10,TOA PAYOH,3 ROOM,194,KIM KEAT AVENUE,01 TO 03,66,Improved,1973,52 years 09 months,214500
2019-12,TOA PAYOH,3 ROOM,195,KIM KEAT AVENUE,04 TO 06,66,Improved,1973,52 years 07 months,210000
2019-03,TOA PAYOH,3 ROOM,125,LOR 1 TOA PAYOH,10 TO 12,67,Improved,1970,49 years 11 months,290000
2019-03,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1972,52 years 05 months,238000
2019-03,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1972,51 years 10 months,366000
2019-03,TOA PAYOH,3 ROOM,163,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1972,52 years 04 months,240000
2019-03,TOA PAYOH,3 ROOM,115,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1967,47 years 03 months,255000
2019-03,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,10 TO 12,65,Improved,1972,52 years 04 months,290000
2019-04,TOA PAYOH,3 ROOM,126,LOR 1 TOA PAYOH,16 TO 18,67,Improved,1970,49 years 10 months,270000
2019-04,TOA PAYOH,3 ROOM,100,LOR 1 TOA PAYOH,10 TO 12,68,Improved,1970,49 years 09 months,286000
2019-04,TOA PAYOH,3 ROOM,98,LOR 1 TOA PAYOH,01 TO 03,68,Improved,1970,49 years 10 months,225000
2019-05,TOA PAYOH,3 ROOM,123,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1970,49 years 08 months,262000
